Node	In	Out	Rank_1	Rank_2	Rank_3
1807	17	17	0.000414	2.173661	0.153031	0.000029
1808	7	7	0.000144	0.754603	0.150077	0.000029
1809	4	4	0.000125	0.658628	0.150498	0.000029
1810	2	2	0.000067	0.351289	0.150215	0.000029
1811	4	4	0.000159	0.835231	0.150425	0.000029
1812	1	1	0.000051	0.266603	0.150017	0.000029
1813	4	4	0.000105	0.554032	0.150035	0.000029
1814	1	1	0.000057	0.300102	0.150139	0.000029
1815	1	1	0.000050	0.261339	0.150004	0.000029
1816	3	3	0.000121	0.637400	0.150623	0.000029
1817	3	3	0.000089	0.466474	0.150087	0.000029
1818	2	2	0.000224	1.178548	0.151230	0.000029
1819	2	2	0.000079	0.416170	0.150205	0.000029
1820	1	1	0.000047	0.245923	0.150005	0.000029
1821	17	17	0.000371	1.951262	0.150864	0.000029
1822	20	20	0.000489	2.571491	0.157875	0.000030
1823	1	1	0.000052	0.275830	0.150045	0.000029
1824	2	2	0.000078	0.410708	0.150102	0.000029
1825	1	1	0.000068	0.354776	0.150626	0.000029
1826	2	2	0.000066	0.346807	0.150692	0.000029
1827	23	23	0.000495	2.598279	0.153394	0.000029
1828	2	2	0.000068	0.358673	0.150115	0.000029
1829	3	3	0.000092	0.485441	0.150349	0.000029
1830	1	1	0.000056	0.293502	0.150042	0.000029
1831	2	2	0.000067	0.349781	0.150318	0.000029
1832	1	1	0.000050	0.260432	0.150005	0.000029
1833	2	2	0.000074	0.391400	0.150226	0.000029
1834	27	27	0.000569	2.989469	0.154557	0.000029
1835	7	7	0.000160	0.838758	0.150395	0.000029
1836	1	1	0.000077	0.402175	0.150308	0.000029
1837	1	1	0.000190	1.000000	0.150615	0.000029
1838	36	36	0.000687	3.609092	0.153470	0.000029
1839	4	4	0.000107	0.559670	0.150162	0.000029
1840	9	9	0.000306	1.606494	0.152247	0.000029
1841	5	5	0.000131	0.689070	0.150328	0.000029
1842	1	1	0.000078	0.410724	0.150413	0.000029
1843	2	2	0.000115	0.605531	0.151247	0.000029
1844	8	8	0.000219	1.152965	0.153276	0.000029
1845	3	3	0.000081	0.426760	0.150029	0.000029
1846	2	2	0.000066	0.347793	0.150020	0.000029
1847	2	2	0.000088	0.461928	0.150212	0.000029
1848	110	110	0.002110	11.085893	0.163954	0.000031
1849	1	1	0.000053	0.279156	0.150138	0.000029
1850	15	15	0.000301	1.583199	0.150355	0.000029
1851	2	2	0.000102	0.533793	0.150668	0.000029
1852	1	1	0.000062	0.323261	0.150070	0.000029
1853	1	1	0.000046	0.244054	0.150012	0.000029
1854	220	220	0.005047	26.518358	0.235285	0.000045
1855	7	7	0.000170	0.894530	0.150811	0.000029
1856	6	6	0.000213	1.117257	0.151818	0.000029
1857	4	4	0.000100	0.523832	0.150106	0.000029
1858	1	1	0.000049	0.259283	0.150003	0.000029
1859	2	2	0.000064	0.337740	0.150065	0.000029
1860	5	5	0.000135	0.711720	0.150549	0.000029
1861	5	5	0.000132	0.692476	0.150422	0.000029
1862	2	2	0.000085	0.449003	0.150356	0.000029
1863	15	15	0.000436	2.293271	0.153786	0.000029
1864	11	11	0.000335	1.761506	0.151597	0.000029
1865	9	9	0.000203	1.068467	0.150242	0.000029
1866	27	27	0.000559	2.937663	0.153177	0.000029
1867	1	1	0.000050	0.260432	0.150005	0.000029
1868	2	2	0.000096	0.503663	0.150622	0.000029
1869	1	1	0.000051	0.266312	0.150062	0.000029
1870	13	13	0.000304	1.596751	0.151311	0.000029
1871	3	3	0.000089	0.467235	0.150106	0.000029
1872	13	13	0.000300	1.577385	0.152428	0.000029
1873	7	7	0.000231	1.213354	0.151480	0.000029
1874	2	2	0.000065	0.342378	0.150076	0.000029
1875	1	1	0.000051	0.265428	0.150056	0.000029
1876	3	3	0.000151	0.794477	0.150634	0.000029
1877	5	5	0.000123	0.645207	0.150189	0.000029
1878	5	5	0.000170	0.894461	0.151153	0.000029
1879	3	3	0.000100	0.525521	0.150241	0.000029
1880	24	24	0.000525	2.756778	0.155364	0.000030
1881	2	2	0.000064	0.338122	0.150051	0.000029
1882	5	5	0.000181	0.952711	0.152518	0.000029
1883	1	1	0.000049	0.258045	0.150033	0.000029
1884	2	2	0.000064	0.338255	0.150051	0.000029
1885	8	8	0.000188	0.989567	0.150607	0.000029
1886	1	1	0.000063	0.331111	0.150412	0.000029
1887	2	2	0.000068	0.357509	0.150105	0.000029
1888	51	51	0.000995	5.230109	0.153804	0.000029
1889	87	87	0.002032	10.677885	0.167732	0.000032
1890	17	17	0.000339	1.780590	0.150523	0.000029
1891	8	8	0.000183	0.960034	0.150255	0.000029
1892	5	5	0.000142	0.744504	0.151271	0.000029
1893	6	6	0.000141	0.738201	0.150434	0.000029
1894	2	2	0.000075	0.392299	0.150067	0.000029
1895	10	10	0.000260	1.366628	0.151377	0.000029
1896	3	3	0.000092	0.482678	0.150143	0.000029
1897	5	5	0.000123	0.646604	0.150087	0.000029
1898	2	2	0.000075	0.393398	0.150110	0.000029
1899	5	5	0.000139	0.729344	0.150412	0.000029
1900	1	1	0.000047	0.248664	0.150011	0.000029
1901	1	1	0.000051	0.269409	0.150013	0.000029
1902	1	1	0.000190	1.000000	0.151236	0.000029
1903	3	3	0.000097	0.510365	0.151358	0.000029
1904	3	3	0.000088	0.463444	0.150119	0.000029
1905	8	8	0.000181	0.951329	0.150203	0.000029
1906	7	7	0.000200	1.051062	0.150723	0.000029
1907	31	31	0.000590	3.097497	0.151531	0.000029
1908	6	6	0.000136	0.714508	0.150214	0.000029
1909	3	3	0.000085	0.448122	0.150073	0.000029
1910	1	1	0.000057	0.300102	0.150069	0.000029
1911	2	2	0.000076	0.399127	0.150324	0.000029
1912	1	1	0.000052	0.273334	0.150009	0.000029
1913	5	5	0.000130	0.685589	0.155319	0.000030
1914	8	8	0.000220	1.154361	0.150894	0.000029
1915	1	1	0.000050	0.263739	0.150003	0.000029
1916	1	1	0.000050	0.260432	0.150033	0.000029
1917	4	4	0.000107	0.562610	0.150094	0.000029
1918	1	1	0.000048	0.254305	0.150003	0.000029
1919	5	5	0.000245	1.288508	0.151178	0.000029
1920	2	2	0.000066	0.346614	0.150030	0.000029
1921	6	6	0.000176	0.922389	0.151198	0.000029
1922	1	1	0.000063	0.328408	0.150034	0.000029
1923	5	5	0.000123	0.645192	0.150231	0.000029
1924	2	2	0.000069	0.363416	0.150273	0.000029
1925	8	8	0.000209	1.097921	0.151440	0.000029
1926	4	4	0.000108	0.569098	0.150048	0.000029
1927	10	10	0.000283	1.489181	0.151367	0.000029
1928	20	20	0.000507	2.665896	0.155416	0.000030
1929	5	5	0.000121	0.635022	0.150349	0.000029
1930	6	6	0.000168	0.880443	0.150763	0.000029
1931	57	57	0.001273	6.688436	0.161836	0.000031
1932	1	1	0.000048	0.254538	0.150009	0.000029
1933	1	1	0.000050	0.265162	0.150056	0.000029
1934	3	3	0.000079	0.413174	0.150030	0.000029
1935	1	1	0.000049	0.259283	0.150006	0.000029
1936	1	1	0.000048	0.252880	0.150011	0.000029
1937	3	3	0.000090	0.472928	0.150196	0.000029
1938	2	2	0.000071	0.373714	0.150019	0.000029
1939	7	7	0.000148	0.778276	0.150131	0.000029
1940	1	1	0.000048	0.252457	0.150004	0.000029
1941	2	2	0.000128	0.674487	0.151055	0.000029
1942	9	9	0.000301	1.580901	0.156218	0.000030
1943	16	16	0.000322	1.690644	0.151645	0.000029
1944	1	1	0.000052	0.272199	0.150062	0.000029
1945	2	2	0.000067	0.352607	0.150038	0.000029
1946	2	2	0.000068	0.355573	0.150008	0.000029
1947	6	6	0.000180	0.947572	0.151054	0.000029
1948	2	2	0.000090	0.470322	0.150797	0.000029
1949	3	3	0.000125	0.659305	0.150620	0.000029
1950	12	12	0.000261	1.370754	0.151674	0.000029
1951	1	1	0.000054	0.284532	0.150123	0.000029
1952	2	2	0.000077	0.406313	0.150104	0.000029
1953	1	1	0.000049	0.259283	0.150003	0.000029
1954	1	1	0.000045	0.236934	0.150016	0.000029
1955	4	4	0.000126	0.660123	0.150437	0.000029
1956	1	1	0.000190	1.000000	0.150615	0.000029
1957	1	1	0.000072	0.377884	0.150124	0.000029
1958	2	2	0.000078	0.410781	0.150180	0.000029
1959	10	10	0.000204	1.070505	0.150198	0.000029
1960	1	1	0.000059	0.308278	0.150103	0.000029
1961	1	1	0.000050	0.260198	0.150005	0.000029
1962	333	333	0.007778	40.862986	0.245085	0.000047
1963	11	11	0.000239	1.257098	0.151391	0.000029
1964	1	1	0.000049	0.255717	0.150009	0.000029
1965	2	2	0.000062	0.325798	0.150298	0.000029
1966	1	1	0.000054	0.282287	0.150206	0.000029
1967	1	1	0.000050	0.263739	0.150003	0.000029
1968	13	13	0.000406	2.133954	0.153160	0.000029
1969	1	1	0.000048	0.249567	0.150004	0.000029
1970	2	2	0.000158	0.827855	0.150820	0.000029
1971	3	3	0.000138	0.725389	0.153662	0.000029
1972	1	1	0.000049	0.259283	0.150003	0.000029
1973	3	3	0.000249	1.309806	0.151842	0.000029
1974	1	1	0.000059	0.310264	0.150123	0.000029
1975	29	29	0.000612	3.215156	0.152032	0.000029
1976	1	1	0.000048	0.254688	0.150007	0.000029
1977	1	1	0.000060	0.317833	0.150124	0.000029
1978	1	1	0.000050	0.262442	0.150030	0.000029
1979	1	1	0.000063	0.332574	0.150057	0.000029
1980	8	8	0.000202	1.063908	0.151130	0.000029
1981	16	16	0.000338	1.778163	0.154022	0.000029
1982	1	1	0.000078	0.411973	0.150415	0.000029
1983	1	1	0.000047	0.247656	0.150006	0.000029
1984	6	6	0.000139	0.731311	0.150285	0.000029
1985	15	15	0.000287	1.510010	0.150850	0.000029
1986	1	1	0.000048	0.252978	0.150008	0.000029
1987	8	8	0.000183	0.959105	0.150418	0.000029
1988	1	1	0.000048	0.252549	0.150041	0.000029
1989	1	1	0.000050	0.260198	0.150005	0.000029
1990	1	1	0.000190	1.000000	0.150615	0.000029
1991	5	5	0.000147	0.772057	0.150250	0.000029
1992	2	2	0.000124	0.650236	0.150684	0.000029
1993	12	12	0.000304	1.599087	0.151506	0.000029
1994	3	3	0.000092	0.482712	0.150068	0.000029
1995	3	3	0.000094	0.493221	0.150098	0.000029
1996	18	18	0.000444	2.334629	0.153313	0.000029
1997	1	1	0.000101	0.531383	0.150308	0.000029
1998	4	4	0.000142	0.743710	0.150801	0.000029
1999	1	1	0.000055	0.287736	0.150052	0.000029
2000	3	3	0.000120	0.628613	0.150849	0.000029
2001	1	1	0.000190	1.000000	0.151862	0.000029
2002	1	1	0.000050	0.263619	0.150049	0.000029
2003	19	19	0.000759	3.987939	0.156956	0.000030
2004	1	1	0.000061	0.319248	0.150124	0.000029
2005	25	25	0.000497	2.609083	0.154219	0.000029
2006	20	20	0.000428	2.248966	0.152376	0.000029
2007	1	1	0.000047	0.248664	0.150011	0.000029
2008	5	5	0.000122	0.641966	0.151289	0.000029
2009	18	18	0.000428	2.250783	0.156150	0.000030
2010	2	2	0.000066	0.344447	0.150045	0.000029
2011	1	1	0.000056	0.295911	0.150154	0.000029
2012	3	3	0.000083	0.437094	0.150247	0.000029
2013	24	24	0.000538	2.829019	0.152263	0.000029
2014	3	3	0.000085	0.446539	0.150021	0.000029
2015	6	6	0.000135	0.709015	0.150518	0.000029
2016	1	1	0.000046	0.243629	0.150009	0.000029
2017	5	5	0.000122	0.638942	0.150045	0.000029
2018	3	3	0.000195	1.026604	0.151330	0.000029
2019	1	1	0.000052	0.275439	0.150123	0.000029
2020	3	3	0.000090	0.473454	0.150290	0.000029
2021	7	7	0.000185	0.972212	0.151984	0.000029
2022	1	1	0.000045	0.236276	0.150007	0.000029
2023	1	1	0.000092	0.484412	0.150308	0.000029
2024	1	1	0.000190	1.000000	0.150615	0.000029
2025	9	9	0.000224	1.179043	0.150786	0.000029
2026	6	6	0.000155	0.811755	0.150395	0.000029
2027	72	72	0.001685	8.854991	0.166555	0.000032
2028	4	4	0.000124	0.653818	0.151032	0.000029
2029	4	4	0.000116	0.608557	0.150236	0.000029
2030	6	6	0.000164	0.860525	0.150963	0.000029
2031	1	1	0.000072	0.377401	0.150104	0.000029
2032	5	5	0.000121	0.635026	0.150132	0.000029
2033	4	4	0.000118	0.620352	0.150185	0.000029
2034	1	1	0.000050	0.260198	0.150005	0.000029
2035	2	2	0.000074	0.389523	0.150180	0.000029
2036	4	4	0.000106	0.557286	0.150063	0.000029
2037	1	1	0.000049	0.255449	0.150005	0.000029
2038	15	15	0.000314	1.651600	0.151004	0.000029
2039	3	3	0.000093	0.490059	0.150283	0.000029
2040	12	12	0.000259	1.363259	0.151905	0.000029
2041	3	3	0.000078	0.410046	0.150051	0.000029
2042	1	1	0.000147	0.770270	0.150623	0.000029
2043	1	1	0.000048	0.249567	0.150004	0.000029
2044	3	3	0.000127	0.668990	0.150280	0.000029
2045	2	2	0.000118	0.621246	0.151005	0.000029
2046	2	2	0.000077	0.405893	0.150060	0.000029
2047	7	7	0.000179	0.940038	0.151427	0.000029
2048	1	1	0.000047	0.247321	0.150014	0.000029
2049	2	2	0.000068	0.358643	0.150030	0.000029
2050	1	1	0.000050	0.264766	0.150007	0.000029
2051	1	1	0.000049	0.258683	0.150037	0.000029
2052	6	6	0.000272	1.427949	0.152600	0.000029
2053	2	2	0.000068	0.356060	0.150018	0.000029
2054	2	2	0.000066	0.345124	0.150074	0.000029
2055	3	3	0.000086	0.454187	0.150056	0.000029
2056	1	1	0.000050	0.260640	0.150079	0.000029
2057	2	2	0.000077	0.403109	0.150120	0.000029
2058	1	1	0.000147	0.770270	0.150935	0.000029
2059	1	1	0.000045	0.236835	0.150007	0.000029
2060	3	3	0.000199	1.043636	0.150954	0.000029
2061	1	1	0.000190	1.000000	0.151236	0.000029
2062	1	1	0.000045	0.236730	0.150122	0.000029
2063	6	6	0.000179	0.939088	0.151528	0.000029
2064	1	1	0.000057	0.299049	0.150123	0.000029
2065	1	1	0.000048	0.254305	0.150003	0.000029
2066	1	1	0.000052	0.273014	0.150038	0.000029
2067	6	6	0.000168	0.880776	0.150567	0.000029
2068	2	2	0.000070	0.366411	0.150046	0.000029
2069	14	14	0.000298	1.563909	0.153238	0.000029
2070	22	22	0.000412	2.167119	0.150922	0.000029
2071	2	2	0.000067	0.349735	0.150019	0.000029
2072	4	4	0.000097	0.510127	0.150082	0.000029
2073	5	5	0.000150	0.790453	0.150819	0.000029
2074	2	2	0.000119	0.626227	0.150693	0.000029
2075	11	11	0.000360	1.890675	0.156709	0.000030
2076	1	1	0.000090	0.472178	0.150308	0.000029
2077	13	13	0.000425	2.231338	0.153444	0.000029
2078	7	7	0.000174	0.913775	0.153617	0.000029
2079	1	1	0.000053	0.278515	0.150062	0.000029
2080	34	34	0.000712	3.738428	0.152204	0.000029
2081	1	1	0.000047	0.244381	0.150020	0.000029
2082	1	1	0.000048	0.253754	0.150024	0.000029
2083	11	11	0.000224	1.176912	0.150845	0.000029
2084	2	2	0.000116	0.607156	0.151251	0.000029
2085	2	2	0.000062	0.326180	0.150025	0.000029
2086	2	2	0.000071	0.373612	0.150115	0.000029
2087	8	8	0.000211	1.108981	0.151128	0.000029
2088	6	6	0.000137	0.717644	0.150115	0.000029
2089	4	4	0.000115	0.606301	0.150173	0.000029
2090	7	7	0.000229	1.201879	0.151478	0.000029
2091	1	1	0.000046	0.242236	0.150007	0.000029
2092	1	1	0.000049	0.255335	0.150144	0.000029
2093	2	2	0.000108	0.568903	0.150474	0.000029
2094	1	1	0.000081	0.423067	0.150207	0.000029
2095	5	5	0.000127	0.668273	0.150071	0.000029
2096	108	108	0.002248	11.812696	0.170810	0.000033
2097	2	2	0.000080	0.418719	0.150342	0.000029
2098	1	1	0.000147	0.770270	0.150313	0.000029
2099	1	1	0.000190	1.000000	0.150615	0.000029
2100	19	19	0.000412	2.163180	0.153213	0.000029
2101	3	3	0.000126	0.661659	0.150809	0.000029
2102	6	6	0.000153	0.805027	0.150554	0.000029
2103	3	3	0.000118	0.619978	0.153012	0.000029
2104	1	1	0.000048	0.254305	0.150003	0.000029
2105	1	1	0.000190	1.000000	0.150615	0.000029
2106	1	1	0.000096	0.501838	0.150308	0.000029
2107	1	1	0.000047	0.244633	0.150003	0.000029
2108	5	5	0.000183	0.959669	0.151053	0.000029
2109	81	81	0.001565	8.222438	0.163810	0.000031
2110	2	2	0.000072	0.380762	0.150096	0.000029
2111	1	1	0.000077	0.404780	0.150618	0.000029
2112	1	1	0.000048	0.252045	0.150024	0.000029
2113	97	97	0.002274	11.946797	0.166982	0.000032
2114	38	38	0.000780	4.098061	0.155936	0.000030
2115	1	1	0.000190	1.000000	0.150615	0.000029
2116	5	5	0.000173	0.910294	0.150700	0.000029
2117	1	1	0.000063	0.329959	0.150053	0.000029
2118	5	5	0.000120	0.629660	0.150181	0.000029
2119	12	12	0.000251	1.319621	0.151750	0.000029
2120	1	1	0.000190	1.000000	0.151236	0.000029
2121	1	1	0.000061	0.319662	0.150315	0.000029
2122	9	9	0.000229	1.205789	0.154548	0.000029
2123	1	1	0.000190	1.000000	0.150615	0.000029
2124	2	2	0.000067	0.349446	0.150028	0.000029
2125	2	2	0.000069	0.362252	0.150017	0.000029
2126	85	85	0.002264	11.893931	0.173196	0.000033
2127	1	1	0.000052	0.273397	0.150039	0.000029
2128	15	15	0.000303	1.592118	0.153299	0.000029
2129	3	3	0.000095	0.497905	0.150176	0.000029
2130	2	2	0.000077	0.402410	0.150201	0.000029
2131	4	4	0.000101	0.530403	0.150109	0.000029
2132	2	2	0.000072	0.378660	0.150134	0.000029
2133	2	2	0.000065	0.341967	0.150063	0.000029
2134	3	3	0.000091	0.476285	0.150165	0.000029
2135	1	1	0.000047	0.247071	0.150009	0.000029
2136	2	2	0.000085	0.444258	0.151246	0.000029
2137	1	1	0.000046	0.242361	0.150003	0.000029
2138	1	1	0.000118	0.617464	0.150155	0.000029
2139	18	18	0.000453	2.379548	0.153124	0.000029
2140	1	1	0.000047	0.247563	0.150036	0.000029
2141	11	11	0.000241	1.264343	0.150772	0.000029
2142	4	4	0.000158	0.831898	0.151461	0.000029
2143	9	9	0.000207	1.087657	0.150921	0.000029
2144	3	3	0.000127	0.668033	0.152474	0.000029
2145	2	2	0.000081	0.423450	0.150414	0.000029
2146	4	4	0.000122	0.641642	0.150253	0.000029
2147	1	1	0.000050	0.261339	0.150004	0.000029
2148	1	1	0.000056	0.295895	0.150048	0.000029
2149	9	9	0.000216	1.134865	0.151267	0.000029
2150	1	1	0.000048	0.250003	0.150005	0.000029
2151	1	1	0.000057	0.297641	0.150248	0.000029
2152	4	4	0.000198	1.041757	0.151415	0.000029
2153	8	8	0.000262	1.375665	0.153179	0.000029
2154	6	6	0.000168	0.880489	0.152366	0.000029
2155	3	3	0.000085	0.444335	0.150056	0.000029
2156	11	11	0.000229	1.204437	0.150428	0.000029
2157	8	8	0.000207	1.088455	0.150592	0.000029
2158	1	1	0.000049	0.257901	0.150179	0.000029
2159	9	9	0.000185	0.973530	0.150176	0.000029
2160	4	4	0.000144	0.755304	0.151313	0.000029
2161	3	3	0.000175	0.920203	0.151487	0.000029
2162	2	2	0.000085	0.446588	0.150109	0.000029
2163	7	7	0.000390	2.047453	0.152894	0.000029
2164	5	5	0.000124	0.652311	0.150183	0.000029
2165	27	27	0.000621	3.262564	0.159553	0.000030
2166	3	3	0.000087	0.456239	0.150310	0.000029
2167	2	2	0.000083	0.434531	0.151136	0.000029
2168	3	3	0.000084	0.439351	0.150137	0.000029
2169	55	55	0.001141	5.993172	0.165291	0.000031
2170	8	8	0.000178	0.934498	0.150143	0.000029
2171	3	3	0.000107	0.563733	0.150843	0.000029
2172	3	3	0.000096	0.505618	0.150103	0.000029
2173	1	1	0.000049	0.259283	0.150006	0.000029
2174	25	25	0.000480	2.522329	0.151687	0.000029
2175	9	9	0.000202	1.058886	0.151272	0.000029
2176	5	5	0.000228	1.195668	0.151534	0.000029
2177	9	9	0.000278	1.459464	0.154093	0.000029
2178	3	3	0.000097	0.509782	0.150467	0.000029
2179	1	1	0.000046	0.240568	0.150005	0.000029
2180	2	2	0.000066	0.346459	0.150087	0.000029
2181	21	21	0.000527	2.769211	0.154133	0.000029
2182	1	1	0.000097	0.509109	0.150129	0.000029
2183	1	1	0.000051	0.267468	0.150062	0.000029
2184	2	2	0.000070	0.369959	0.150051	0.000029
2185	2	2	0.000072	0.376933	0.150091	0.000029
2186	1	1	0.000052	0.275750	0.150077	0.000029
2187	3	3	0.000082	0.429084	0.151001	0.000029
2188	13	13	0.000270	1.416667	0.150732	0.000029
2189	1	1	0.000048	0.252704	0.150084	0.000029
2190	50	50	0.001022	5.368974	0.154805	0.000029
2191	38	38	0.000921	4.839367	0.162611	0.000031
2192	1	1	0.000077	0.405324	0.150155	0.000029
2193	4	4	0.000334	1.752551	0.158022	0.000030
2194	8	8	0.000176	0.926501	0.150224	0.000029
2195	1	1	0.000086	0.452611	0.150206	0.000029
2196	3	3	0.000112	0.588770	0.150641	0.000029
2197	2	2	0.000065	0.339892	0.150013	0.000029
2198	8	8	0.000191	1.005447	0.151117	0.000029
2199	5	5	0.000131	0.687881	0.150276	0.000029
2200	1	1	0.000190	1.000000	0.150615	0.000029
2201	3	3	0.000085	0.445268	0.150066	0.000029
2202	1	1	0.000057	0.297127	0.150042	0.000029
2203	1	1	0.000047	0.249413	0.150012	0.000029
2204	2	2	0.000089	0.468102	0.150333	0.000029
2205	2	2	0.000070	0.367772	0.150119	0.000029
2206	1	1	0.000055	0.289528	0.150048	0.000029
2207	4	4	0.000126	0.663264	0.150233	0.000029
2208	1	1	0.000050	0.264535	0.150068	0.000029
2209	1	1	0.000048	0.253557	0.150012	0.000029
2210	2	2	0.000072	0.375810	0.150026	0.000029
2211	5	5	0.000113	0.595789	0.150090	0.000029
2212	7	7	0.000162	0.850203	0.150939	0.000029
2213	3	3	0.000101	0.531344	0.150245	0.000029
2214	1	1	0.000049	0.257569	0.150042	0.000029
2215	4	4	0.000211	1.109736	0.151960	0.000029
2216	1	1	0.000049	0.259505	0.150044	0.000029
2217	5	5	0.000141	0.741874	0.151640	0.000029
2218	2	2	0.000066	0.347291	0.150013	0.000029
2219	4	4	0.000123	0.644541	0.150414	0.000029
2220	3	3	0.000089	0.468188	0.150353	0.000029
2221	2	2	0.000115	0.603724	0.150923	0.000029
2222	1	1	0.000050	0.264766	0.150007	0.000029
2223	4	4	0.000109	0.571724	0.150391	0.000029
2224	93	93	0.002107	11.069619	0.164002	0.000031
2225	17	17	0.000356	1.872196	0.152215	0.000029
2226	6	6	0.000155	0.816229	0.150380	0.000029
2227	4	4	0.000112	0.588391	0.150760	0.000029
2228	3	3	0.000101	0.532201	0.150342	0.000029
2229	1	1	0.000051	0.269409	0.150013	0.000029
2230	3	3	0.000088	0.461350	0.150048	0.000029
2231	1	1	0.000047	0.244799	0.150087	0.000029
2232	2	2	0.000083	0.437025	0.150052	0.000029
2233	1	1	0.000050	0.263418	0.150027	0.000029
2234	6	6	0.000145	0.760486	0.150311	0.000029
2235	2	2	0.000070	0.366652	0.150121	0.000029
2236	3	3	0.000103	0.539668	0.150213	0.000029
2237	6	6	0.000155	0.812568	0.152249	0.000029
2238	1	1	0.000190	1.000000	0.150615	0.000029
2239	1	1	0.000046	0.242361	0.150003	0.000029
2240	6	6	0.000135	0.707623	0.150173	0.000029
2241	3	3	0.000091	0.478210	0.150375	0.000029
2242	4	4	0.000107	0.563160	0.150193	0.000029
2243	3	3	0.000122	0.642682	0.150382	0.000029
2244	4	4	0.000096	0.503177	0.150110	0.000029
2245	4	4	0.000110	0.576444	0.150249	0.000029
2246	1	1	0.000049	0.258739	0.150004	0.000029
2247	8	8	0.000182	0.958377	0.150292	0.000029
2248	5	5	0.000135	0.708562	0.150222	0.000029
2249	3	3	0.000083	0.437448	0.150129	0.000029
2250	2	2	0.000126	0.660885	0.150691	0.000029
2251	3	3	0.000100	0.526752	0.150335	0.000029
2252	2	2	0.000093	0.488563	0.150374	0.000029
2253	6	6	0.000148	0.777906	0.150384	0.000029
2254	1	1	0.000049	0.259283	0.150003	0.000029
2255	1	1	0.000061	0.319136	0.150310	0.000029
2256	1	1	0.000048	0.253557	0.150004	0.000029
2257	2	2	0.000071	0.374963	0.150017	0.000029
2258	3	3	0.000192	1.011245	0.150924	0.000029
2259	1	1	0.000048	0.250398	0.150006	0.000029
2260	1	1	0.000049	0.255572	0.150053	0.000029
2261	2	2	0.000072	0.379050	0.150018	0.000029
2262	9	9	0.000198	1.041943	0.150493	0.000029
2263	7	7	0.000169	0.886460	0.150196	0.000029
2264	12	12	0.000412	2.164639	0.161885	0.000031
2265	1	1	0.000050	0.263739	0.150007	0.000029
2266	1	1	0.000125	0.655405	0.150157	0.000029
2267	1	1	0.000060	0.315992	0.150155	0.000029
2268	4	4	0.000107	0.562372	0.150363	0.000029
2269	6	6	0.000178	0.937526	0.151263	0.000029
2270	1	1	0.000059	0.307569	0.150091	0.000029
2271	1	1	0.000049	0.259283	0.150003	0.000029
2272	1	1	0.000075	0.391519	0.150155	0.000029
2273	1	1	0.000054	0.281908	0.150177	0.000029
2274	6	6	0.000158	0.832746	0.150705	0.000029
2275	3	3	0.000091	0.479128	0.150172	0.000029
2276	51	51	0.000984	5.167648	0.159029	0.000030
2277	4	4	0.000164	0.860224	0.151029	0.000029
2278	2	2	0.000071	0.373504	0.150011	0.000029
2279	1	1	0.000065	0.343989	0.150065	0.000029
2280	13	13	0.000285	1.498671	0.150829	0.000029
2281	3	3	0.000099	0.517675	0.150518	0.000029
2282	2	2	0.000078	0.408603	0.150195	0.000029
2283	1	1	0.000049	0.258739	0.150007	0.000029
