Node	In	Out	Rank_1	Rank_2	Rank_3
2831	2	2	0.000068	0.355139	0.150071	0.000029
2832	4	4	0.000117	0.613459	0.150121	0.000029
2833	19	19	0.000442	2.324143	0.153420	0.000029
2834	2	2	0.000076	0.397908	0.150184	0.000029
2835	2	2	0.000070	0.369171	0.150060	0.000029
2836	1	1	0.000046	0.244054	0.150012	0.000029
2837	1	1	0.000048	0.250003	0.150010	0.000029
2838	1	1	0.000047	0.246264	0.150225	0.000029
2839	1	1	0.000050	0.263739	0.150003	0.000029
2840	7	7	0.000167	0.879565	0.150221	0.000029
2841	3	3	0.000100	0.523464	0.150117	0.000029
2842	2	2	0.000072	0.379179	0.150052	0.000029
2843	1	1	0.000057	0.297363	0.150123	0.000029
2844	1	1	0.000057	0.299947	0.150272	0.000029
2845	2	2	0.000084	0.440968	0.150620	0.000029
2846	1	1	0.000063	0.329959	0.150158	0.000029
2847	40	40	0.000830	4.362027	0.155347	0.000030
2848	14	14	0.000415	2.178223	0.153020	0.000029
2849	11	11	0.000281	1.478745	0.154331	0.000029
2850	4	4	0.000108	0.566070	0.150580	0.000029
2851	1	1	0.000190	1.000000	0.150615	0.000029
2852	22	22	0.000435	2.286557	0.153460	0.000029
2853	15	15	0.000344	1.809681	0.151841	0.000029
2854	9	9	0.000236	1.239637	0.151815	0.000029
2855	1	1	0.000048	0.251174	0.150007	0.000029
2856	1	1	0.000050	0.263739	0.150007	0.000029
2857	4	4	0.000104	0.545519	0.150030	0.000029
2858	6	6	0.000150	0.788882	0.150290	0.000029
2859	9	9	0.000181	0.950375	0.150463	0.000029
2860	5	5	0.000120	0.631072	0.150490	0.000029
2861	2	2	0.000068	0.357191	0.150036	0.000029
2862	3	3	0.000100	0.524572	0.150379	0.000029
2863	13	13	0.000308	1.620361	0.152607	0.000029
2864	5	5	0.000145	0.761150	0.150685	0.000029
2865	6	6	0.000140	0.735700	0.150192	0.000029
2866	1	1	0.000050	0.261339	0.150008	0.000029
2867	5	5	0.000138	0.724336	0.150315	0.000029
2868	2	2	0.000067	0.350162	0.150139	0.000029
2869	1	1	0.000089	0.467168	0.150155	0.000029
2870	1	1	0.000190	1.000000	0.150615	0.000029
2871	5	5	0.000177	0.932517	0.151745	0.000029
2872	7	7	0.000179	0.940761	0.150386	0.000029
2873	6	6	0.000130	0.681533	0.150091	0.000029
2874	2	2	0.000090	0.472971	0.150238	0.000029
2875	1	1	0.000047	0.249266	0.150014	0.000029
2876	67	67	0.001467	7.706762	0.174512	0.000033
2877	9	9	0.000240	1.260675	0.150731	0.000029
2878	4	4	0.000109	0.570672	0.150987	0.000029
2879	1	1	0.000065	0.343989	0.150260	0.000029
2880	31	31	0.000666	3.497190	0.153860	0.000029
2881	1	1	0.000047	0.244633	0.150003	0.000029
2882	1	1	0.000050	0.263619	0.150016	0.000029
2883	36	36	0.000739	3.881015	0.153949	0.000029
2884	1	1	0.000048	0.254305	0.150003	0.000029
2885	61	61	0.001374	7.217449	0.162489	0.000031
2886	1	1	0.000050	0.260198	0.150010	0.000029
2887	3	3	0.000121	0.634337	0.150834	0.000029
2888	5	5	0.000124	0.650891	0.150432	0.000029
2889	10	10	0.000233	1.222854	0.150688	0.000029
2890	1	1	0.000190	1.000000	0.150615	0.000029
2891	1	1	0.000050	0.263739	0.150003	0.000029
2892	10	10	0.000233	1.222881	0.151393	0.000029
2893	15	15	0.000450	2.363123	0.154423	0.000029
2894	4	4	0.000152	0.796845	0.150813	0.000029
2895	3	3	0.000092	0.482300	0.150103	0.000029
2896	5	5	0.000155	0.813882	0.151271	0.000029
2897	4	4	0.000130	0.685473	0.150638	0.000029
2898	1	1	0.000050	0.261339	0.150004	0.000029
2899	9	9	0.000225	1.181513	0.151891	0.000029
2900	2	2	0.000096	0.504611	0.150512	0.000029
2901	4	4	0.000119	0.626736	0.150367	0.000029
2902	1	1	0.000069	0.361859	0.150249	0.000029
2903	5	5	0.000137	0.719218	0.150535	0.000029
2904	2	2	0.000074	0.387773	0.150456	0.000029
2905	1	1	0.000055	0.288936	0.150036	0.000029
2906	2	2	0.000073	0.380984	0.150192	0.000029
2907	3	3	0.000094	0.491647	0.150301	0.000029
2908	4	4	0.000105	0.551364	0.150111	0.000029
2909	3	3	0.000086	0.452563	0.150026	0.000029
2910	1	1	0.000051	0.269409	0.150013	0.000029
2911	4	4	0.000101	0.531706	0.150038	0.000029
2912	1	1	0.000068	0.357318	0.150413	0.000029
2913	1	1	0.000054	0.284114	0.150042	0.000029
2914	11	11	0.000295	1.551065	0.151507	0.000029
2915	1	1	0.000050	0.260198	0.150005	0.000029
2916	5	5	0.000120	0.628542	0.150081	0.000029
2917	34	34	0.000738	3.876711	0.157375	0.000030
2918	9	9	0.000229	1.201963	0.151071	0.000029
2919	1	1	0.000078	0.410531	0.150274	0.000029
2920	16	16	0.000370	1.942660	0.152971	0.000029
2921	162	162	0.003997	21.002348	0.191345	0.000036
2922	4	4	0.000107	0.560547	0.150176	0.000029
2923	1	1	0.000045	0.236608	0.150009	0.000029
2924	2	2	0.000113	0.594373	0.150315	0.000029
2925	18	18	0.000345	1.813925	0.152651	0.000029
2926	7	7	0.000195	1.025373	0.151492	0.000029
2927	5	5	0.000139	0.728191	0.150354	0.000029
2928	1	1	0.000061	0.318594	0.150046	0.000029
2929	1	1	0.000051	0.269321	0.150071	0.000029
2930	1	1	0.000054	0.283910	0.150084	0.000029
2931	1	1	0.000074	0.390283	0.150251	0.000029
2932	1	1	0.000058	0.303329	0.150110	0.000029
2933	4	4	0.000106	0.555706	0.150137	0.000029
2934	7	7	0.000181	0.948711	0.150916	0.000029
2935	16	16	0.000363	1.909311	0.151493	0.000029
2936	5	5	0.000125	0.654601	0.150072	0.000029
2937	2	2	0.000075	0.394100	0.150082	0.000029
2938	8	8	0.000214	1.124759	0.152009	0.000029
2939	3	3	0.000224	1.175114	0.151543	0.000029
2940	1	1	0.000190	1.000000	0.150615	0.000029
2941	1	1	0.000047	0.249266	0.150014	0.000029
2942	3	3	0.000090	0.474491	0.150019	0.000029
2943	18	18	0.000361	1.894176	0.151071	0.000029
2944	1	1	0.000048	0.253754	0.150047	0.000029
2945	7	7	0.000173	0.909094	0.150566	0.000029
2946	2	2	0.000071	0.373022	0.150007	0.000029
2947	10	10	0.000211	1.110279	0.150343	0.000029
2948	4	4	0.000125	0.654305	0.150305	0.000029
2949	1	1	0.000047	0.247217	0.150026	0.000029
2950	1	1	0.000046	0.242361	0.150003	0.000029
2951	3	3	0.000203	1.068039	0.151099	0.000029
2952	7	7	0.000166	0.872075	0.150267	0.000029
2953	1	1	0.000064	0.337246	0.150081	0.000029
2954	1	1	0.000048	0.249567	0.150004	0.000029
2955	12	12	0.000278	1.460303	0.151527	0.000029
2956	2	2	0.000080	0.421691	0.150348	0.000029
2957	4	4	0.000094	0.495569	0.150056	0.000029
2958	1	1	0.000052	0.273334	0.150009	0.000029
2959	1	1	0.000046	0.239730	0.150034	0.000029
2960	2	2	0.000087	0.459196	0.150335	0.000029
2961	1	1	0.000051	0.268980	0.150088	0.000029
2962	1	1	0.000047	0.247656	0.150017	0.000029
2963	1	1	0.000050	0.263739	0.150007	0.000029
2964	10	10	0.000253	1.328970	0.151332	0.000029
2965	2	2	0.000070	0.366647	0.150036	0.000029
2966	22	22	0.000425	2.233299	0.151580	0.000029
2967	2	2	0.000079	0.414443	0.150176	0.000029
2968	6	6	0.000151	0.795287	0.150131	0.000029
2969	3	3	0.000090	0.470988	0.150056	0.000029
2970	1	1	0.000049	0.255449	0.150005	0.000029
2971	1	1	0.000050	0.263739	0.150014	0.000029
2972	28	28	0.000556	2.922395	0.152430	0.000029
2973	2	2	0.000085	0.446588	0.150109	0.000029
2974	4	4	0.000112	0.590534	0.150251	0.000029
2975	1	1	0.000049	0.255449	0.150010	0.000029
2976	1	1	0.000048	0.253557	0.150004	0.000029
2977	2	2	0.000074	0.387773	0.150093	0.000029
2978	1	1	0.000190	1.000000	0.150615	0.000029
2979	2	2	0.000107	0.561956	0.150435	0.000029
2980	5	5	0.000124	0.651768	0.150191	0.000029
2981	5	5	0.000137	0.721949	0.150394	0.000029
2982	11	11	0.000227	1.192299	0.150439	0.000029
2983	3	3	0.000091	0.478813	0.150175	0.000029
2984	11	11	0.000238	1.250568	0.151922	0.000029
2985	1	1	0.000063	0.328408	0.150034	0.000029
2986	16	16	0.000410	2.156106	0.156022	0.000030
2987	1	1	0.000190	1.000000	0.151236	0.000029
2988	2	2	0.000067	0.353790	0.150066	0.000029
2989	2	2	0.000087	0.455931	0.150175	0.000029
2990	3	3	0.000089	0.469482	0.150127	0.000029
2991	2	2	0.000075	0.391471	0.150262	0.000029
2992	8	8	0.000234	1.229789	0.152302	0.000029
2993	2	2	0.000070	0.368786	0.150079	0.000029
2994	4	4	0.000111	0.585608	0.151022	0.000029
2995	5	5	0.000255	1.340495	0.151853	0.000029
2996	5	5	0.000117	0.615233	0.150608	0.000029
2997	11	11	0.000339	1.780846	0.162066	0.000031
2998	2	2	0.000070	0.366411	0.150038	0.000029
2999	1	1	0.000045	0.237544	0.150005	0.000029
3000	13	13	0.000301	1.583792	0.151226	0.000029
3001	6	6	0.000181	0.951796	0.150754	0.000029
3002	3	3	0.000089	0.468033	0.150496	0.000029
3003	1	1	0.000047	0.248812	0.150024	0.000029
3004	7	7	0.000161	0.847712	0.150262	0.000029
3005	4	4	0.000117	0.613261	0.150497	0.000029
3006	4	4	0.000110	0.576286	0.150198	0.000029
3007	5	5	0.000117	0.615026	0.150149	0.000029
3008	4	4	0.000128	0.670581	0.150283	0.000029
3009	3	3	0.000104	0.543903	0.150346	0.000029
3010	2	2	0.000074	0.387581	0.150187	0.000029
3011	1	1	0.000049	0.255668	0.150012	0.000029
3012	1	1	0.000118	0.617464	0.150155	0.000029
3013	3	3	0.000079	0.413041	0.150066	0.000029
3014	6	6	0.000167	0.879492	0.150835	0.000029
3015	7	7	0.000158	0.831817	0.150119	0.000029
3016	3	3	0.000106	0.554922	0.150219	0.000029
3017	2	2	0.000084	0.442000	0.150499	0.000029
3018	5	5	0.000169	0.890522	0.151426	0.000029
3019	36	36	0.000737	3.873477	0.151926	0.000029
3020	10	10	0.000213	1.120799	0.150790	0.000029
3021	3	3	0.000084	0.443359	0.150027	0.000029
3022	1	1	0.000050	0.265326	0.150077	0.000029
3023	17	17	0.000384	2.019902	0.151370	0.000029
3024	3	3	0.000091	0.478046	0.150186	0.000029
3025	1	1	0.000054	0.284838	0.150103	0.000029
3026	27	27	0.000559	2.936357	0.153869	0.000029
3027	5	5	0.000122	0.641218	0.150209	0.000029
3028	3	3	0.000114	0.599706	0.151382	0.000029
3029	7	7	0.000223	1.169404	0.150736	0.000029
3030	2	2	0.000278	1.459459	0.152462	0.000029
3031	1	1	0.000053	0.276530	0.150105	0.000029
3032	2	2	0.000074	0.389995	0.150098	0.000029
3033	2	2	0.000080	0.418955	0.150474	0.000029
3034	1	1	0.000050	0.261339	0.150004	0.000029
3035	2	2	0.000070	0.367223	0.150020	0.000029
3036	2	2	0.000087	0.458930	0.150161	0.000029
3037	1	1	0.000190	1.000000	0.150615	0.000029
3038	5	5	0.000158	0.830502	0.150898	0.000029
3039	2	2	0.000076	0.400833	0.150106	0.000029
3040	2	2	0.000064	0.338481	0.150030	0.000029
3041	1	1	0.000054	0.281870	0.150123	0.000029
3042	8	8	0.000174	0.914653	0.151342	0.000029
3043	1	1	0.000047	0.247824	0.150157	0.000029
3044	1	1	0.000062	0.323261	0.150070	0.000029
3045	4	4	0.000125	0.655861	0.150141	0.000029
3046	3	3	0.000080	0.418312	0.150049	0.000029
3047	2	2	0.000068	0.359137	0.150010	0.000029
3048	3	3	0.000176	0.924611	0.152359	0.000029
3049	1	1	0.000048	0.250767	0.150068	0.000029
3050	31	31	0.000635	3.338782	0.151290	0.000029
3051	1	1	0.000093	0.487825	0.150155	0.000029
3052	15	15	0.000309	1.625117	0.151970	0.000029
3053	42	42	0.000917	4.818765	0.156188	0.000030
3054	17	17	0.000396	2.079875	0.152848	0.000029
3055	3	3	0.000087	0.458821	0.150082	0.000029
3056	1	1	0.000048	0.252520	0.150036	0.000029
3057	23	23	0.000505	2.650845	0.152528	0.000029
3058	4	4	0.000106	0.556186	0.150116	0.000029
3059	6	6	0.000174	0.915108	0.151038	0.000029
3060	31	31	0.000637	3.348878	0.153072	0.000029
3061	1	1	0.000058	0.306866	0.150046	0.000029
3062	2	2	0.000070	0.370174	0.150035	0.000029
3063	6	6	0.000161	0.847611	0.150187	0.000029
3064	2	2	0.000070	0.368713	0.150044	0.000029
3065	3	3	0.000115	0.605547	0.151174	0.000029
3066	5	5	0.000198	1.037676	0.153735	0.000029
3067	1	1	0.000049	0.255949	0.150041	0.000029
3068	3	3	0.000089	0.469442	0.150181	0.000029
3069	1	1	0.000051	0.268939	0.150025	0.000029
3070	1	1	0.000047	0.246176	0.150012	0.000029
3071	1	1	0.000047	0.245891	0.150020	0.000029
3072	1	1	0.000190	1.000000	0.150615	0.000029
3073	1	1	0.000050	0.261339	0.150004	0.000029
3074	5	5	0.000139	0.730416	0.152445	0.000029
3075	2	2	0.000098	0.514853	0.150617	0.000029
3076	5	5	0.000129	0.675991	0.150083	0.000029
3077	1	1	0.000053	0.277258	0.150123	0.000029
3078	1	1	0.000092	0.482717	0.150619	0.000029
3079	76	76	0.001565	8.223602	0.164121	0.000031
3080	4	4	0.000110	0.576060	0.150232	0.000029
3081	4	4	0.000118	0.621244	0.150378	0.000029
3082	3	3	0.000154	0.810975	0.152483	0.000029
3083	1	1	0.000050	0.262208	0.150052	0.000029
3084	1	1	0.000048	0.254305	0.150003	0.000029
3085	22	22	0.000497	2.611280	0.153667	0.000029
3086	2	2	0.000072	0.376397	0.151252	0.000029
3087	1	1	0.000062	0.326896	0.150412	0.000029
3088	3	3	0.000089	0.466924	0.150411	0.000029
3089	3	3	0.000079	0.412932	0.150080	0.000029
3090	2	2	0.000067	0.352679	0.150033	0.000029
3091	1	1	0.000047	0.247772	0.150011	0.000029
3092	1	1	0.000049	0.259498	0.150020	0.000029
3093	2	2	0.000076	0.397224	0.150043	0.000029
3094	1	1	0.000048	0.251592	0.150026	0.000029
3095	5	5	0.000133	0.700806	0.150344	0.000029
3096	1	1	0.000051	0.265929	0.150069	0.000029
3097	2	2	0.000067	0.351121	0.150519	0.000029
3098	11	11	0.000288	1.513099	0.150613	0.000029
3099	38	38	0.000776	4.076913	0.154584	0.000029
3100	2	2	0.000065	0.343567	0.150121	0.000029
3101	11	11	0.000284	1.490329	0.151957	0.000029
3102	1	1	0.000050	0.260198	0.150005	0.000029
3103	1	1	0.000049	0.255717	0.150009	0.000029
3104	1	1	0.000059	0.309926	0.150120	0.000029
3105	2	2	0.000069	0.361717	0.150047	0.000029
3106	1	1	0.000063	0.329959	0.150053	0.000029
3107	3	3	0.000154	0.806611	0.152210	0.000029
3108	9	9	0.000203	1.066950	0.150728	0.000029
3109	1	1	0.000064	0.338360	0.150049	0.000029
3110	2	2	0.000091	0.476680	0.150632	0.000029
3111	1	1	0.000055	0.287705	0.150088	0.000029
3112	1	1	0.000047	0.244735	0.150012	0.000029
3113	2	2	0.000068	0.354967	0.150052	0.000029
3114	2	2	0.000114	0.598118	0.151879	0.000029
3115	1	1	0.000053	0.279952	0.150042	0.000029
3116	17	17	0.000366	1.925283	0.155808	0.000030
3117	1	1	0.000048	0.250283	0.150018	0.000029
3118	2	2	0.000067	0.353823	0.150017	0.000029
3119	1	1	0.000190	1.000000	0.151862	0.000029
3120	1	1	0.000048	0.254305	0.150009	0.000029
3121	5	5	0.000142	0.747039	0.150387	0.000029
3122	1	1	0.000190	1.000000	0.151236	0.000029
3123	3	3	0.000096	0.503906	0.150313	0.000029
3124	3	3	0.000083	0.434657	0.150140	0.000029
3125	8	8	0.000197	1.035192	0.150569	0.000029
3126	12	12	0.000242	1.270818	0.150342	0.000029
3127	30	30	0.000671	3.523640	0.152465	0.000029
3128	1	1	0.000047	0.244835	0.150223	0.000029
3129	3	3	0.000084	0.440607	0.150028	0.000029
3130	4	4	0.000129	0.678582	0.151276	0.000029
3131	13	13	0.000254	1.333644	0.151464	0.000029
3132	10	10	0.000224	1.175194	0.150656	0.000029
3133	2	2	0.000069	0.359977	0.150107	0.000029
3134	1	1	0.000190	1.000000	0.150615	0.000029
3135	20	20	0.000381	2.002012	0.150963	0.000029
3136	2	2	0.000063	0.333261	0.150031	0.000029
3137	5	5	0.000146	0.769480	0.150679	0.000029
3138	19	19	0.000388	2.036129	0.150900	0.000029
3139	5	5	0.000124	0.653037	0.150585	0.000029
3140	1	1	0.000049	0.258249	0.150017	0.000029
3141	4	4	0.000099	0.519900	0.150459	0.000029
3142	9	9	0.000275	1.446141	0.152340	0.000029
3143	1	1	0.000050	0.263739	0.150003	0.000029
3144	2	2	0.000077	0.401936	0.150243	0.000029
3145	6	6	0.000173	0.909569	0.151027	0.000029
3146	4	4	0.000139	0.732709	0.150781	0.000029
3147	2	2	0.000150	0.786852	0.150819	0.000029
3148	15	15	0.000482	2.532386	0.155227	0.000030
3149	2	2	0.000069	0.363306	0.150008	0.000029
3150	2	2	0.000068	0.356001	0.150245	0.000029
3151	1	1	0.000102	0.535984	0.150308	0.000029
3152	1	1	0.000048	0.249962	0.150007	0.000029
3153	12	12	0.000239	1.254338	0.150717	0.000029
3154	1	1	0.000050	0.263739	0.150003	0.000029
3155	4	4	0.000157	0.824696	0.152029	0.000029
3156	8	8	0.000186	0.978631	0.150221	0.000029
3157	3	3	0.000137	0.718689	0.151409	0.000029
3158	5	5	0.000149	0.783371	0.150711	0.000029
3159	1	1	0.000046	0.241273	0.150025	0.000029
3160	1	1	0.000071	0.371373	0.150155	0.000029
3161	1	1	0.000048	0.253994	0.150073	0.000029
3162	1	1	0.000051	0.268939	0.150017	0.000029
3163	4	4	0.000119	0.625173	0.150263	0.000029
3164	79	79	0.002182	11.462788	0.166217	0.000032
3165	3	3	0.000103	0.540397	0.150167	0.000029
3166	7	7	0.000184	0.967769	0.151508	0.000029
3167	4	4	0.000100	0.527148	0.150134	0.000029
3168	1	1	0.000048	0.251066	0.150041	0.000029
3169	2	2	0.000065	0.339282	0.150057	0.000029
3170	3	3	0.000092	0.480854	0.150216	0.000029
3171	2	2	0.000067	0.354308	0.150017	0.000029
3172	1	1	0.000050	0.260432	0.150011	0.000029
3173	2	2	0.000158	0.829916	0.150921	0.000029
3174	2	2	0.000069	0.364668	0.150147	0.000029
3175	1	1	0.000056	0.295305	0.150045	0.000029
3176	1	1	0.000048	0.251066	0.150021	0.000029
3177	1	1	0.000048	0.252943	0.150039	0.000029
3178	2	2	0.000076	0.401653	0.150170	0.000029
3179	3	3	0.000087	0.458611	0.153998	0.000029
3180	1	1	0.000052	0.270850	0.150069	0.000029
3181	7	7	0.000162	0.850980	0.151239	0.000029
3182	9	9	0.000181	0.952082	0.150231	0.000029
3183	14	14	0.000292	1.535295	0.151203	0.000029
3184	3	3	0.000122	0.639217	0.151910	0.000029
3185	1	1	0.000048	0.251738	0.150011	0.000029
3186	8	8	0.000193	1.014548	0.150899	0.000029
3187	5	5	0.000122	0.642137	0.150241	0.000029
3188	2	2	0.000083	0.433788	0.150244	0.000029
3189	13	13	0.000301	1.579101	0.151357	0.000029
3190	2	2	0.000070	0.368434	0.150093	0.000029
3191	3	3	0.000098	0.513504	0.150107	0.000029
3192	2	2	0.000063	0.332846	0.150033	0.000029
3193	1	1	0.000047	0.248627	0.150009	0.000029
3194	5	5	0.000197	1.034729	0.150646	0.000029
3195	3	3	0.000088	0.460059	0.150076	0.000029
3196	2	2	0.000068	0.355294	0.150015	0.000029
3197	2	2	0.000064	0.334562	0.150149	0.000029
3198	6	6	0.000141	0.740606	0.150306	0.000029
3199	1	1	0.000048	0.250398	0.150012	0.000029
3200	5	5	0.000127	0.669182	0.150101	0.000029
3201	4	4	0.000120	0.632340	0.150479	0.000029
3202	2	2	0.000068	0.357568	0.150018	0.000029
3203	2	2	0.000066	0.347573	0.150157	0.000029
3204	29	29	0.000711	3.736063	0.156210	0.000030
3205	36	36	0.000872	4.582657	0.156911	0.000030
3206	89	89	0.002052	10.782416	0.175518	0.000033
3207	8	8	0.000183	0.963080	0.150558	0.000029
3208	2	2	0.000070	0.365881	0.150010	0.000029
3209	5	5	0.000146	0.769201	0.150959	0.000029
3210	14	14	0.000492	2.583673	0.157258	0.000030
3211	7	7	0.000172	0.903002	0.150992	0.000029
3212	10	10	0.000265	1.391899	0.151947	0.000029
3213	9	9	0.000230	1.208147	0.151449	0.000029
3214	1	1	0.000051	0.267670	0.150035	0.000029
3215	1	1	0.000190	1.000000	0.151236	0.000029
3216	1	1	0.000046	0.240056	0.150033	0.000029
3217	2	2	0.000085	0.444994	0.150567	0.000029
3218	2	2	0.000079	0.414262	0.150420	0.000029
3219	1	1	0.000052	0.273014	0.150013	0.000029
3220	1	1	0.000048	0.254029	0.150030	0.000029
3221	2	2	0.000068	0.355206	0.150008	0.000029
3222	4	4	0.000116	0.608209	0.150467	0.000029
3223	3	3	0.000126	0.662419	0.150719	0.000029
3224	2	2	0.000066	0.347469	0.150043	0.000029
3225	4	4	0.000097	0.509097	0.150046	0.000029
3226	1	1	0.000069	0.364386	0.150155	0.000029
3227	1	1	0.000047	0.245923	0.150005	0.000029
3228	1	1	0.000048	0.251568	0.150044	0.000029
3229	3	3	0.000084	0.441316	0.150043	0.000029
3230	3	3	0.000091	0.475858	0.150406	0.000029
3231	1	1	0.000048	0.253557	0.150004	0.000029
3232	10	10	0.000260	1.368375	0.152059	0.000029
3233	1	1	0.000052	0.274210	0.150030	0.000029
3234	1	1	0.000047	0.248344	0.150033	0.000029
3235	3	3	0.000083	0.438548	0.150049	0.000029
3236	5	5	0.000123	0.646811	0.150147	0.000029
3237	1	1	0.000048	0.253557	0.150004	0.000029
3238	2	2	0.000151	0.792394	0.151032	0.000029
3239	7	7	0.000237	1.245816	0.150659	0.000029
3240	3	3	0.000083	0.438426	0.150041	0.000029
3241	1	1	0.000059	0.311961	0.150249	0.000029
3242	1	1	0.000062	0.327694	0.150125	0.000029
3243	74	74	0.001608	8.450916	0.166672	0.000032
3244	7	7	0.000185	0.972646	0.150822	0.000029
3245	1	1	0.000054	0.282249	0.150045	0.000029
3246	1	1	0.000052	0.273540	0.150032	0.000029
3247	1	1	0.000057	0.298229	0.150032	0.000029
3248	11	11	0.000249	1.308294	0.150474	0.000029
3249	42	42	0.000830	4.360321	0.153501	0.000029
3250	5	5	0.000165	0.867918	0.152215	0.000029
3251	1	1	0.000049	0.259283	0.150003	0.000029
3252	1	1	0.000050	0.261339	0.150004	0.000029
3253	1	1	0.000050	0.261465	0.150077	0.000029
3254	5	5	0.000189	0.995231	0.152962	0.000029
3255	2	2	0.000068	0.358125	0.150091	0.000029
3256	3	3	0.000093	0.490392	0.150966	0.000029
3257	1	1	0.000047	0.247330	0.150034	0.000029
3258	2	2	0.000106	0.555360	0.152524	0.000029
3259	21	21	0.000580	3.046004	0.156013	0.000030
3260	1	1	0.000048	0.250398	0.150006	0.000029
3261	3	3	0.000091	0.476480	0.150134	0.000029
3262	4	4	0.000100	0.526553	0.150034	0.000029
3263	33	33	0.000794	4.169619	0.157199	0.000030
3264	9	9	0.000212	1.113787	0.151060	0.000029
3265	2	2	0.000278	1.459459	0.153087	0.000029
3266	1	1	0.000061	0.318594	0.150046	0.000029
3267	1	1	0.000049	0.257901	0.150015	0.000029
3268	3	3	0.000137	0.720502	0.150822	0.000029
3269	5	5	0.000165	0.865788	0.150878	0.000029
3270	14	14	0.000327	1.719441	0.151396	0.000029
3271	1	1	0.000083	0.436657	0.150309	0.000029
3272	6	6	0.000157	0.825942	0.150275	0.000029
3273	7	7	0.000179	0.940041	0.151243	0.000029
3274	1	1	0.000047	0.246714	0.150026	0.000029
3275	5	5	0.000173	0.906662	0.150424	0.000029
3276	2	2	0.000072	0.378296	0.150103	0.000029
3277	1	1	0.000048	0.252914	0.150033	0.000029
3278	4	4	0.000125	0.655464	0.150457	0.000029
3279	2	2	0.000137	0.720273	0.150671	0.000029
3280	1	1	0.000055	0.290308	0.150052	0.000029
3281	2	2	0.000064	0.336467	0.150015	0.000029
3282	12	12	0.000273	1.432524	0.150848	0.000029
3283	3	3	0.000084	0.443515	0.150121	0.000029
3284	1	1	0.000190	1.000000	0.152493	0.000029
3285	1	1	0.000072	0.377401	0.150104	0.000029
3286	5	5	0.000136	0.714008	0.150410	0.000029
3287	3	3	0.000105	0.552478	0.150361	0.000029
3288	4	4	0.000114	0.598577	0.150248	0.000029
3289	36	36	0.000741	3.893406	0.152550	0.000029
3290	1	1	0.000045	0.236009	0.150011	0.000029
3291	1	1	0.000054	0.283410	0.150032	0.000029
3292	5	5	0.000144	0.754980	0.150309	0.000029
3293	4	4	0.000129	0.677530	0.150556	0.000029
3294	2	2	0.000068	0.357772	0.150022	0.000029
3295	1	1	0.000047	0.247649	0.150010	0.000029
3296	5	5	0.000123	0.644689	0.150194	0.000029
3297	1	1	0.000062	0.325281	0.150103	0.000029
3298	3	3	0.000090	0.472107	0.150024	0.000029
3299	5	5	0.000189	0.995575	0.151346	0.000029
3300	3	3	0.000092	0.481339	0.150316	0.000029
3301	7	7	0.000198	1.039154	0.150892	0.000029
3302	7	7	0.000163	0.855324	0.150527	0.000029
3303	1	1	0.000060	0.316572	0.150467	0.000029
3304	1	1	0.000048	0.254688	0.150007	0.000029
3305	1	1	0.000050	0.263739	0.150003	0.000029
3306	6	6	0.000190	0.997104	0.151360	0.000029
3307	1	1	0.000062	0.327459	0.150104	0.000029
3308	3	3	0.000090	0.472091	0.150168	0.000029
3309	1	1	0.000046	0.242280	0.150039	0.000029
3310	5	5	0.000142	0.745232	0.150220	0.000029
3311	3	3	0.000085	0.445291	0.150103	0.000029
3312	3	3	0.000211	1.110112	0.151351	0.000029
3313	5	5	0.000123	0.646795	0.150226	0.000029
3314	5	5	0.000132	0.691149	0.151382	0.000029
3315	2	2	0.000085	0.444736	0.150635	0.000029
3316	4	4	0.000102	0.533381	0.150094	0.000029
3317	1	1	0.000046	0.239833	0.150008	0.000029
3318	8	8	0.000175	0.918041	0.150207	0.000029
3319	2	2	0.000122	0.639137	0.150659	0.000029
3320	3	3	0.000096	0.505968	0.150204	0.000029
3321	6	6	0.000168	0.880604	0.151487	0.000029
3322	1	1	0.000048	0.252457	0.150004	0.000029
3323	3	3	0.000086	0.450783	0.150035	0.000029
3324	156	156	0.003493	18.353568	0.184305	0.000035
3325	4	4	0.000105	0.552387	0.150289	0.000029
3326	10	10	0.000264	1.386130	0.151411	0.000029
3327	13	13	0.000274	1.437512	0.150919	0.000029
3328	1	1	0.000046	0.239993	0.150009	0.000029
3329	51	51	0.001054	5.536785	0.162836	0.000031
3330	2	2	0.000065	0.341367	0.150020	0.000029
3331	4	4	0.000130	0.680566	0.151269	0.000029
3332	33	33	0.000713	3.748722	0.154517	0.000029
3333	29	29	0.000611	3.210501	0.154718	0.000029
3334	2	2	0.000075	0.391754	0.150448	0.000029
3335	1	1	0.000048	0.252457	0.150004	0.000029
3336	3	3	0.000092	0.481715	0.150087	0.000029
3337	1	1	0.000074	0.386329	0.150834	0.000029
3338	1	1	0.000049	0.259283	0.150003	0.000029
3339	3	3	0.000079	0.416242	0.150177	0.000029
3340	6	6	0.000145	0.760493	0.150256	0.000029
3341	16	16	0.000349	1.833846	0.152237	0.000029
3342	1	1	0.000065	0.342792	0.150126	0.000029
3343	2	2	0.000068	0.356329	0.150035	0.000029
3344	1	1	0.000049	0.257401	0.150029	0.000029
3345	1	1	0.000046	0.239244	0.150022	0.000029
3346	2	2	0.000278	1.459459	0.151845	0.000029
3347	2	2	0.000066	0.348667	0.150019	0.000029
